request_id,companyname,url,title,date,company_relevance,environment_sentiment_score,environment_sentiment_reasoning,social_sentiment_score,social_sentiment_reasoning,governance_sentiment_score,governance_sentiment_reasoning,GHG_emissions,Air_quality,Energy_management,Water_wastewater_management,Waste_hazardous_management,Ecological_impact,Environmental_supply_chain,Materials_sourcing_efficiency,Physical_impacts_climate_change,Sustainable_Development_Goal_2,Sustainable_Development_Goal_6,Sustainable_Development_Goal_7,Sustainable_Development_Goal_9,Sustainable_Development_Goal_11,Sustainable_Development_Goal_12,Sustainable_Development_Goal_13,Sustainable_Development_Goal_14,Sustainable_Development_Goal_15,Human_rights_community,Customer_privacy,Data_security,Access_affordability,Product_quality_safety,Customer_welfare,Selling_practices_product_label,Labor_practices,Modern_slavery,Employee_health_safety,Employee_engagement_diversity,Gender_equality,Product_design_lifecycle,Social_supply_chain,Sustainable_Development_Goal_1,Sustainable_Development_Goal_3,Sustainable_Development_Goal_4,Sustainable_Development_Goal_5,Sustainable_Development_Goal_8,Sustainable_Development_Goal_10,Business_model_resilience,Governance_structures,Business_ethics,Competitive_behavior,Management_legal_regulatory,Risk_management,Coronavirus,Sustainable_Development_Goal_16,Sustainable_Development_Goal_17,Controversial_weapons
52387,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/teslas-german-plant-hits-4000-cars-per-week-ahead-schedule-2023-02-27/,"Tesla's German plant hits 4,000 cars per week ahead of schedule",2023-02-27,100,0.2,"The article mentions Tesla's German plant in Brandenburg and its production of 4,000 cars per week. This indicates positive environmental progress and growth for the company.",0.1,"The article mentions Tesla's production targets and expansion plans, which can be seen as positive for the company's social impact.",0.3,"The article highlights Tesla's production targets and successful ramp-up of output, indicating positive governance and management.",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.3,0.3,0.1,0.1,0.1,0.1
52387,"Tesla, Inc.",https://www.reuters.com/markets/us/futures-rise-after-wall-streets-worst-weekly-rout-2023-2023-02-27/,Wall Street edges higher after last week's rout,2023-02-27,100,0.0,"The article does not mention any specific information about Tesla's environmental impact or initiatives, so the sentiment score is neutral.",0.0,"The article does not provide any information about Tesla's social impact or initiatives, so the sentiment score is neutral.",0.0,"The article does not provide any information about Tesla's governance practices, so the sentiment score is neutral.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52387,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/mexican-president-speak-teslas-musk-monday-morning-2023-02-27/,Mexican president to speak to Tesla's Musk on Monday morning,2023-02-27,80,0.0,The article does not provide any specific sentiment towards Tesla's environmental impact.,0.0,The article does not provide any specific sentiment towards Tesla's social impact.,0.0,The article does not provide any specific sentiment towards Tesla's governance.,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52387,"Tesla, Inc.",https://edition.cnn.com/2023/02/27/tech/elon-musk-richest-man-again,Elon Musk is the richest person in the world again,2023-02-27,100,0.0,"The article does not mention any specific environmental actions or initiatives by Tesla, so there is no sentiment expressed towards the company's environmental impact.",0.0,The article does not provide any sentiment towards Tesla's social impact or reputation.,0.0,The article does not provide any sentiment towards Tesla's governance or leadership.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52387,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/musks-plan-cheap-tesla-car-is-what-fans-hope-hear-this-week-2023-02-27/,Musk's plan for a cheap Tesla car is what fans hope to hear this week,2023-02-27,100,0.2,"The article mentions Tesla's goal to increase vehicle deliveries and expand into the mass market, which indicates a positive sentiment towards the company's environmental impact. However, it also mentions the slow ramp-up of battery production, which could be seen as a negative factor.",0.1,"The article mentions Tesla's plans for factory expansion and capital spending, which could be seen as positive for job creation and economic growth. However, it also mentions missed deadlines and investor wariness, which could indicate a negative sentiment towards the company's social performance.",0.1,"The article mentions Elon Musk's track record of missing deadlines, which could indicate a negative sentiment towards the company's governance. However, it also mentions Tesla's plans for factory expansion and capital spending, which could be seen as positive for the company's growth and development.",0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52387,"Tesla, Inc.",https://www.cnbc.com/video/2023/02/27/traders-race-into-tesla-ahead-of-investor-day-but-will-the-gains-hold.html,"Traders race into Tesla ahead of investor day, but will the gains hold?",2023-02-27,80,0.0,"The article does not mention any specific information about Tesla's environmental impact or initiatives, so the sentiment score is neutral (0).",0.0,"The article does not provide any information about Tesla's social impact or initiatives, so the sentiment score is neutral (0).",0.0,"The article does not discuss Tesla's governance practices or provide any information to determine a sentiment score, so the score is neutral (0).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52388,"Tesla, Inc.",https://www.ft.com/content/856dd21e-7e77-40ef-8c50-7cf3e1e4a840,"Tesla to build electric car plant in Monterrey, says Mexicos president",2023-02-28,100,0.2,The article mentions that Tesla is an electric-car maker and will be building a factory in Mexico. This indicates a positive sentiment towards Tesla's contribution to the environment by manufacturing electric vehicles.,0.1,The article mentions that Tesla's investment in Mexico will create job opportunities and contribute to the country's economy. This indicates a slightly positive sentiment towards Tesla's social impact.,0.1,The article mentions that Tesla's investment in Mexico was announced after conversations between the Mexican president and Tesla's CEO. This indicates a slightly positive sentiment towards Tesla's governance.,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
52388,"Tesla, Inc.",https://t.co/EfY8lW0PpX,Yahoo Finance,2023-02-28,100,0.0,"The article does not mention any specific environmental actions or initiatives by Tesla, so the sentiment score is neutral.",0.0,"The article does not provide any information about Tesla's social impact or initiatives, so the sentiment score is neutral.",0.0,"The article does not provide any information about Tesla's governance practices, so the sentiment score is neutral.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52388,"Tesla, Inc.",https://t.co/YEt2R9RbE1,CNBC,2023-02-28,100,0.0,The article does not provide any information or sentiment regarding Tesla's environmental impact or initiatives.,0.0,The article does not provide any information or sentiment regarding Tesla's social impact or initiatives.,0.0,The article does not provide any information or sentiment regarding Tesla's governance or leadership.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52388,"Tesla, Inc.",https://www.cnbc.com/2023/02/28/tesla-to-build-new-plant-in-mexico-president-confirms.html,Mexican president says Tesla will build a new plant in Mexico,2023-02-28,100,0.8,"The article mentions that Tesla has agreed to use recycled water at the new plant in Monterrey, Mexico, to address water scarcity. This commitment indicates a positive environmental sentiment towards the company.",0.9,"The article highlights that Tesla's CEO, Elon Musk, was responsive and understanding of the concerns raised by President AMLO. This positive interaction contributes to a positive social sentiment towards the company.",0.7,President AMLO expresses gratitude towards Elon Musk for understanding the importance of addressing the problem of water scarcity. This indicates a positive sentiment towards Tesla's governance.,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52388,"Tesla, Inc.",https://www.cnbc.com/2023/02/28/asia-markets-retail-sales-data-releases-from-australia-and-japan.html,"Asia markets mostly rise as Hong Kong announces to lift mask mandate, Japan's factory output falls",2023-02-28,100,0.0,"The article does not mention any specific information about Tesla's environmental impact or initiatives, so the sentiment score is neutral (0).",0.5,"The article mentions Tesla winning a contract with battery material maker L&F, which can be seen as a positive social impact. Therefore, the sentiment score is positive (0.5).",0.0,"The article does not provide any information about Tesla's governance practices, so the sentiment score is neutral (0).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52388,"Tesla, Inc.",,Yahoo Finance Plus,2023-02-28,100,0.0,"The article does not mention any specific information about Tesla's environmental impact or initiatives, so the sentiment score is neutral (0).",-0.5,"The article mentions shareholders suing Tesla and its CEO over self-driving safety claims, which indicates a negative sentiment towards the company (social_sentiment_score: -0.5).",-0.5,"The article mentions shareholders suing Tesla and its CEO over self-driving safety claims, which indicates a negative sentiment towards the company's governance (governance_sentiment_score: -0.5).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52388,"Tesla, Inc.",https://www.theguardian.com/technology/2023/feb/28/elon-musk-richest-man-tesla-shares-rise,Elon Musk reclaims title of worlds richest man after Tesla shares rise,2023-02-28,100,0.2,"The article mentions Tesla's plans to discuss future products and expand its production infrastructure, indicating a positive sentiment towards the company's environmental initiatives.",-0.4,"The article mentions controversies surrounding Elon Musk's behavior online, including lifting bans on white supremacists and supporting a cartoonist involved in a racist rant, indicating a negative sentiment towards the company's social impact.",-0.1,"The article mentions Musk's troubles at Twitter, including firing employees and concerns over his distracting purchase of the platform, indicating a slightly negative sentiment towards the company's governance.",0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52388,"Tesla, Inc.",https://t.co/9sPp0T0eKG,Bloomberg Green,2023-02-28,100,0.0,"The article does not mention any specific information about Tesla's environmental impact or initiatives, so the sentiment score is neutral.",1.0,"The article mentions that Mexico's president confirms Tesla building a factory in Monterrey, which can be seen as a positive development for the company and its social impact.",1.0,"The article mentions that Mexico's president confirms Tesla building a factory in Monterrey, which can be seen as a positive development for the company and its governance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52388,"Tesla, Inc.",https://www.reuters.com/technology/elon-musk-recruits-team-develop-openai-rival-information-2023-02-28/,Elon Musk recruits team to develop OpenAI's ChatGPT rival - The Information,2023-02-28,80,0.0,"The article does not mention any specific environmental impact or initiatives related to Tesla, so the sentiment score is neutral.",0.0,"The article does not provide any information about Tesla's social impact or initiatives, so the sentiment score is neutral.",0.0,"The article does not provide any information about Tesla's governance practices, so the sentiment score is neutral.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52388,"Tesla, Inc.",https://edition.cnn.com/2023/02/28/investing/premarket-stocks-trading,Premarket stocks: Bad sign for stocks: Bond yields are white hot again,2023-02-28,100,0.1,"The article does not provide specific information about Tesla's environmental impact or initiatives, so the sentiment score is neutral.",0.2,"The article briefly mentions Elon Musk, the controversial executive of Tesla, which slightly affects the social sentiment score.",0.1,"The article briefly mentions Elon Musk, the executive of Tesla, which slightly affects the governance sentiment score.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
